DMV_ID,DMV_Snapshot_Date,Zip_code,VIN_Prefix,Registration_Valid_Date,State,EV_Make_Model
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RC6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1G1RC6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),59102,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),59102,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),60013,1FADP3R4,6/30/2018,WI,Ford Focus EV
1,DMV Direct (6/30/2018),60013,1G1RA6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60015,JN1AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60016,JN1AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60030,1N4AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60030,JN1AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60033,1G1RC6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60041,1FADP3R4,6/30/2018,WI,Ford Focus EV
1,DMV Direct (6/30/2018),60045,WAUTPBFF,6/30/2018,WI,Audi A3 Plug In
1,DMV Direct (6/30/2018),60046,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60046,WBY1Z4C5,6/30/2018,WI,BMW i3 REx
1,DMV Direct (6/30/2018),60048,5ASAG674,6/30/2018,WI,GEM NEV
1,DMV Direct (6/30/2018),60050,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60084,1G1RD6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60085,1G6RR1E4,6/30/2018,WI,Cadillac ELR
1,DMV Direct (6/30/2018),60085,JTDKN3DP,6/30/2018,WI,Toyota Prius Plug-in
1,DMV Direct (6/30/2018),60093,5YJ3E1EA,6/30/2018,WI,Tesla Model 3
1,DMV Direct (6/30/2018),60099,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60099,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),60103,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),60103,3C3CFFGE,6/30/2018,WI,Fiat 500e
1,DMV Direct (6/30/2018),60107,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60108,1N4AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60110,5ASGRGA4,6/30/2018,WI,GEM NEV
1,DMV Direct (6/30/2018),60119,1G1RB6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60140,JTDKN3DP,6/30/2018,WI,Toyota Prius Plug-in
1,DMV Direct (6/30/2018),60142,1N4AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60148,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60192,1G1RB6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60193,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),60302,1FADP3R4,6/30/2018,WI,Ford Focus EV
1,DMV Direct (6/30/2018),60302,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),60411,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60430,YH4K14AA,6/30/2018,WI,Fisker Karma
1,DMV Direct (6/30/2018),60462,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60505,WBY1Z2C5,6/30/2018,WI,BMW i3
1,DMV Direct (6/30/2018),60510,1G1RB6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60525,1N4BZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60532,WBY1Z4C5,6/30/2018,WI,BMW i3 REx
1,DMV Direct (6/30/2018),60601,JTDKARFP,6/30/2018,WI,Toyota Prius Prime
1,DMV Direct (6/30/2018),60612,52CG2DGA,6/30/2018,WI,GEM NEV
1,DMV Direct (6/30/2018),60613,1G1RB6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60622,1G1RA6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60639,WMEEJ9AA,6/30/2018,WI,Smart forTwo EV
1,DMV Direct (6/30/2018),60706,3FA6P0SU,6/30/2018,WI,Ford Fusion Energi
1,DMV Direct (6/30/2018),60706,1N4AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),60707,KMHE14L2,6/30/2018,WI,Hyundai Sonata Plug In
1,DMV Direct (6/30/2018),60921,1G1RB6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),60927,3FA6P0SU,6/30/2018,WI,Ford Fusion Energi
1,DMV Direct (6/30/2018),61016,WBY1Z4C5,6/30/2018,WI,BMW i3 REx
1,DMV Direct (6/30/2018),61016,1G1RD6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),61020,2C4RC1N7,6/30/2018,WI,Chrysler Pacifica
1,DMV Direct (6/30/2018),61072,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),61073,1G1RB6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),61104,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),61107,1N4AZ0CP,6/30/2018,WI,Nissan Leaf
1,DMV Direct (6/30/2018),61108,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),61109,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),61111,JTDKN3DP,6/30/2018,WI,Toyota Prius Plug-in
1,DMV Direct (6/30/2018),61254,2C4RC1N7,6/30/2018,WI,Chrysler Pacifica
1,DMV Direct (6/30/2018),61548,3FA6P0SU,6/30/2018,WI,Ford Fusion Energi
1,DMV Direct (6/30/2018),61705,1G1RD6S5,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),61821,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),61822,1G1RB6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),63011,1FADP5CU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),63119,1FADP5FU,6/30/2018,WI,Ford C-Max Energi
1,DMV Direct (6/30/2018),63146,WBAJB1C5,6/30/2018,WI,BMW 5-Series Plug in
1,DMV Direct (6/30/2018),64131,2T3YL4DV,6/30/2018,WI,Toyota RAV4 EV
1,DMV Direct (6/30/2018),66043,3FA6P0SU,6/30/2018,WI,Ford Fusion Energi
1,DMV Direct (6/30/2018),66212,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),67037,1G1RH6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),68073,1G1RD6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),73134,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),75016,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),75016,1G1RB6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),75016,3FA6P0PU,6/30/2018,WI,Ford Fusion Energi
1,DMV Direct (6/30/2018),75016,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),75016,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),75019,1G1RA6E4,6/30/2018,WI,Chevrolet Volt
1,DMV Direct (6/30/2018),75034,WBY2Z2C5,6/30/2018,WI,BMW i8
1,DMV Direct (6/30/2018),75062,WDDVP9AB,6/30/2018,WI,Mercedes B-Class Electric
1,DMV Direct (6/30/2018),75062,5YJXCAE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,YV4BC0PK,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJXCAE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCDE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WP0AD2A7,6/30/2018,WI,Porsche Panamera S E-Hybrid
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,WBY1Z4C5,6/30/2018,WI,BMW i3 REx
1,DMV Direct (6/30/2018),75062,5YJSA1E2,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WMEEJ9AA,6/30/2018,WI,Smart forTwo EV
1,DMV Direct (6/30/2018),75062,WBAUP3C5,6/30/2018,WI,BMW Active E
1,DMV Direct (6/30/2018),75062,WBY1Z2C5,6/30/2018,WI,BMW i3
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,YV4BC0PK,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJSA1CP,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,5YJSA1H2,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,WBY1Z4C5,6/30/2018,WI,BMW i3 REx
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WMEEJ9BA,6/30/2018,WI,Smart forTwo EV
1,DMV Direct (6/30/2018),75062,5YJXCBE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,4JGDA6DB,6/30/2018,WI,Mercedes GLE55e
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,JTDKN3DP,6/30/2018,WI,Toyota Prius Plug-in
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,WBY1Z4C5,6/30/2018,WI,BMW i3 REx
1,DMV Direct (6/30/2018),75062,5UXKT0C5,6/30/2018,WI,BMW X5
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJSA1E2,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,WBAUP3C5,6/30/2018,WI,BMW Active E
1,DMV Direct (6/30/2018),75062,2C4RC1N7,6/30/2018,WI,Chrysler Pacifica
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,YV4BC0PM,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WDDVP9AB,6/30/2018,WI,Mercedes B-Class Electric
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WBA8E1C5,6/30/2018,WI,BMW 3-Series Plug in
1,DMV Direct (6/30/2018),75062,WBY1Z4C5,6/30/2018,WI,BMW i3 REx
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJSA1E2,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WP1AE2A2,6/30/2018,WI,Porsche Cayenne S E-Hybrid
1,DMV Direct (6/30/2018),75062,4JGDA6DB,6/30/2018,WI,Mercedes GLE55e
1,DMV Direct (6/30/2018),75062,5YJXCBE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,YV4BC0PM,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WMEEK9AA,6/30/2018,WI,Smart forTwo EV
1,DMV Direct (6/30/2018),75062,4JGDA6DB,6/30/2018,WI,Mercedes GLE55e
1,DMV Direct (6/30/2018),75062,YV4BC0PK,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5UXKT0C5,6/30/2018,WI,BMW X5
1,DMV Direct (6/30/2018),75062,3C3CFFGE,6/30/2018,WI,Fiat 500e
1,DMV Direct (6/30/2018),75062,WBY2Z2C5,6/30/2018,WI,BMW i8
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJSA1CP,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,JTDKN3DP,6/30/2018,WI,Toyota Prius Plug-in
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJSA1CG,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,5YJXCAE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WDDVP9AB,6/30/2018,WI,Mercedes B-Class Electric
1,DMV Direct (6/30/2018),75062,YV4BC0PL,6/30/2018,WI,Volvo XC90 Plug In
1,DMV Direct (6/30/2018),75062,5YJXCAE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJSA1E2,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,3C3CFFGE,6/30/2018,WI,Fiat 500e
1,DMV Direct (6/30/2018),75062,5YJSA1E1,6/30/2018,WI,Tesla Model S
1,DMV Direct (6/30/2018),75062,5YJXCBE4,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,5YJXCBE2,6/30/2018,WI,Tesla Model X
1,DMV Direct (6/30/2018),75062,WP1AE2A2,6/30/2018,WI,Porsche Cayenne S E-Hybrid
